"Một vật đang chuyển động với vận tốc $3$ m/s, nếu bỗng nhiên các lực tác dụng lên nó mất đi thì vật sẽ thế nào?",Vật tiếp tục chuyển động thẳng đều theo hướng cũ với vận tốc không đổi là $3$ m/s.
Tại sao ta có thể khẳng định một vật nằm yên trên mặt bàn nằm ngang vẫn có các lực tác dụng lên nó?,"Vì vật luôn chịu tác dụng của trọng lực hướng xuống; để vật đứng yên, bàn phải tác dụng một lực nâng hướng lên cân bằng với trọng lực."
"Trong thí nghiệm hình $14.3$, khi xe lăn đang chạy mà bị cản lại ở cuối dốc, vật nhỏ trên xe sẽ bị văng về phía nào?",Vật nhỏ sẽ bị văng về phía trước.
Giải thích tại sao vật nhỏ bị văng về phía trước khi xe lăn bị chặn lại đột ngột.,"Khi xe dừng lại đột ngột, vật nhỏ do có quán tính nên vẫn tiếp tục duy trì trạng thái chuyển động về phía trước với vận tốc cũ."
Làm thế nào để giữ cho vật trên xe không bị văng đi khi xe dừng lại đột ngột?,Cần phải buộc chặt vật vào xe hoặc tăng lực ma sát giữa vật và xe để xe và vật cùng thay đổi trạng thái chuyển động đồng thời.
"Tại sao hành khách trên ô tô, tàu lượn cao tốc hoặc máy bay luôn được nhắc thắt dây an toàn?","Dây an toàn giúp giữ hành khách lại với ghế, ngăn cản việc hành khách bị văng về phía trước hoặc va đập do quán tính khi phương tiện thay đổi vận tốc đột ngột."
"Để tra đầu búa vào cán, người ta thường đập mạnh cán búa xuống đất. Hãy giải thích tại sao.","Khi cán búa chạm đất và dừng lại đột ngột, đầu búa do có quán tính nên tiếp tục chuyển động đi xuống, giúp nó lọt chặt vào cán búa."
Hiện tượng gì xảy ra khi ta kéo từ từ một tờ giấy đặt dưới một cốc nước?,Cốc nước sẽ chuyển động cùng với tờ giấy do lực ma sát giữa giấy và cốc làm thay đổi trạng thái đứng yên của cốc.
Hiện tượng gì xảy ra khi ta giật mạnh tờ giấy ra khỏi đáy cốc nước?,"Cốc nước gần như vẫn đứng yên tại chỗ vì thời gian tác động quá ngắn, quán tính của cốc giúp nó duy trì trạng thái đứng yên."
Quán tính của một vật có xu hướng bảo toàn vận tốc về những yếu tố nào?,Quán tính có xu hướng bảo toàn vận tốc của vật cả về hướng và độ lớn.
Tại sao quán tính là nguyên nhân của nhiều vụ tai nạn giao thông đường bộ?,"Khi gặp tình huống bất ngờ, dù người lái xe đã phanh nhưng xe không thể dừng lại ngay lập tức do quán tính, dẫn đến va chạm."
"Để phòng tránh tai nạn do quán tính, người lái xe cần thực hiện biện pháp gì về khoảng cách?",Người lái xe cần giữ khoảng cách an toàn với xe phía trước để có đủ thời gian và quãng đường dừng lại khi cần thiết.
"Theo Định luật $1$ Newton, nếu không có lực tác dụng, một vật đang đứng yên sẽ ra sao?",Vật đó sẽ tiếp tục đứng yên mãi mãi.
Trạng thái 'chuyển động thẳng đều' trong Định luật $1$ Newton có đặc điểm gì về vận tốc?,Vận tốc có độ lớn không đổi và hướng không thay đổi theo thời gian ($\vec{v} = \text{const}$).
Hợp lực bằng $0$ ($\sum \vec{F} = 0$) có nghĩa là gì đối với các lực tác dụng lên vật?,"Nghĩa là các lực tác dụng lên vật là các lực cân bằng, chúng triệt tiêu lẫn nhau về mặt tác dụng làm thay đổi chuyển động."
Tại sao việc giảm tốc độ khi vào cua là cần thiết để tránh tai nạn do quán tính?,"Khi vào cua, xe thay đổi hướng; nếu vận tốc quá lớn, quán tính sẽ khiến xe khó chuyển hướng và dễ bị trượt ra khỏi đường."
Câu nói 'Vật không thể thay đổi vận tốc đột ngột' là biểu hiện của tính chất vật lý nào?,Đó là biểu hiện của tính quán tính của mọi vật có khối lượng.
"Trong thí nghiệm của Galileo, tại sao ông lại sử dụng máng nghiêng thay vì mặt phẳng ngang ngay từ đầu?",Máng nghiêng cho phép hòn bi tự chuyển động dưới tác dụng của trọng lực để ông có thể quan sát sự thay đổi độ cao và dự đoán trạng thái lý tưởng.
"Nếu một vật đang chịu tác dụng của $10$ lực mà hợp lực của chúng bằng $0$, vật đó có thể đang chuyển động không?","Có, nếu trước đó vật đang chuyển động thì nó sẽ tiếp tục chuyển động thẳng đều nhờ quán tính."
"Tại sao khi chạy bộ, nếu vấp phải hòn đá, người ta thường bị ngã về phía trước?","Chân bị hòn đá giữ lại dừng đột ngột, nhưng phần thân trên do quán tính vẫn tiếp tục chuyển động về phía trước, gây ra hiện tượng ngã."
"Khi một chiếc máy bay đang bay ổn định với vận tốc không đổi trên một đường thẳng, ta có thể kết luận gì về các lực tác dụng lên nó?","Ta kết luận rằng hợp lực của tất cả các lực tác dụng lên máy bay (lực nâng, trọng lực, lực đẩy, lực cản) bằng $0$."
Định luật $1$ Newton phủ nhận quan điểm nào của các nhà khoa học thời cổ đại?,Phủ nhận quan điểm cho rằng muốn duy trì chuyển động thì phải có lực tác dụng lên vật.
Lực ma sát đóng vai trò gì trong các hiện tượng thực tế so với các thí nghiệm tưởng tượng của Galileo?,"Lực ma sát là lực gây cản trở chuyển động, làm vật dừng lại và khiến kết quả thực tế khác với trạng thái lý tưởng 'chuyển động mãi mãi'."
"Trong thí nghiệm giật tờ giấy dưới cốc nước, 'giật mạnh' khác gì 'kéo từ từ' về mặt thời gian tác dụng lực?","Giật mạnh làm thời gian lực ma sát tác dụng lên cốc rất ngắn, không đủ để làm thay đổi đáng kể vận tốc của cốc so với quán tính của nó."
Tại sao nói quán tính là một thuộc tính của vật chất?,"Vì mọi vật có khối lượng đều có tính chất bảo toàn trạng thái chuyển động hoặc đứng yên, không vật nào có thể thay đổi vận tốc tức thời."
"Khi tàu vũ trụ tắt động cơ ở nơi cách xa các thiên thể, nó sẽ chuyển động như thế nào?",Nó sẽ chuyển động thẳng đều mãi mãi với vận tốc tại thời điểm tắt động cơ.
"Để làm sạch bụi trên quần áo bằng cách rũ mạnh, ta dựa vào hiện tượng vật lý nào?","Dựa vào hiện tượng quán tính: khi vải dừng lại đột ngột, các hạt bụi vẫn tiếp tục chuyển động và văng ra khỏi vải."
"Tại sao không nên để các vật nặng, rời rạc trên xe ô tô mà không cố định?","Do quán tính, khi xe phanh gấp hoặc rẽ đột ngột, các vật này sẽ văng đi gây nguy hiểm cho hành khách."
Điều kiện cần và đủ để một vật thay đổi trạng thái chuyển động là gì?,Phải có một lực không cân bằng (hợp lực khác $0$) tác dụng lên vật đó.
"Nếu một vật đang đứng yên, có thể khẳng định chắc chắn là không có lực nào tác dụng lên nó không?","Không, có thể có nhiều lực tác dụng nhưng hợp lực của chúng bằng $0$."
"Tại sao khi nhảy từ trên cao xuống, ta thường phải gập chân lại?","Để kéo dài thời gian dừng lại, giảm bớt tác động đột ngột của quán tính và lực cản lên cơ thể."
Tại sao việc tuân thủ giới hạn tốc độ lại giúp giảm thiểu tai nạn giao thông liên quan đến quán tính?,"Vận tốc càng nhỏ thì độ biến thiên động lượng khi phanh dừng lại càng ít, giúp xe dừng lại trong quãng đường ngắn hơn và dễ kiểm soát quán tính hơn."
